iter	Logloss
502	0.3962639636
503	0.396198543
504	0.3961257582
505	0.3960733068
506	0.3960008199
507	0.3959384967
508	0.3958597569
509	0.3957775119
510	0.3957083645
511	0.3956471473
512	0.3955529793
513	0.3954843072
514	0.3954319325
515	0.3953709128
516	0.3953028952
517	0.3952397663
518	0.3951851845
519	0.3951347542
520	0.3950842699
521	0.3949910118
522	0.3948890896
523	0.3948119588
524	0.3947497275
525	0.3946691648
526	0.3945997642
527	0.3945296907
528	0.3944795894
529	0.3944274306
530	0.394349658
531	0.3942986295
532	0.3942397681
533	0.3941778794
534	0.394121443
535	0.394067687
536	0.3939975643
537	0.393927254
538	0.3938749536
539	0.3938025178
540	0.3937294462
541	0.3936526853
542	0.3936067025
543	0.3935784488
544	0.3935298791
545	0.3934620162
546	0.3933916698
547	0.3933404621
548	0.39326433
549	0.3931910026
550	0.3931222701
551	0.3930304538
552	0.3929655917
553	0.3928989424
554	0.3928258115
555	0.3927630327
556	0.3927075965
557	0.3926379478
558	0.3925674415
559	0.3924969408
560	0.3924447881
561	0.392370493
562	0.3923002405
563	0.3922356868
564	0.3921815475
565	0.3921366318
566	0.3920881459
567	0.3920343543
568	0.3919878138
569	0.3919318666
570	0.3918526068
571	0.3917945051
572	0.3917007247
573	0.3916466795
574	0.391599065
575	0.3915484061
576	0.3914890282
577	0.3914237043
578	0.3913584902
579	0.3913097234
580	0.3912671796
581	0.3912001018
582	0.3911248919
583	0.3910570124
584	0.390993053
585	0.3909300554
586	0.3908671872
587	0.3908148706
588	0.3907496978
589	0.3907019484
590	0.3906385337
591	0.3905771958
592	0.3905021209
593	0.3904695731
594	0.3904019045
595	0.3903466707
596	0.3902901622
597	0.3902258059
598	0.3901720574
599	0.3900925663
600	0.3900292318
601	0.3899589418
602	0.3899043677
603	0.3898552646
604	0.3897863849
605	0.3897316199
606	0.3896743188
607	0.3896228368
608	0.3895747779
609	0.3895258181
610	0.3894700537
611	0.3894141173
612	0.3893438494
613	0.3892698414
614	0.3892212538
615	0.3891582267
616	0.3890996749
617	0.3890368566
618	0.3889823562
619	0.38893421
620	0.388872898
621	0.3888065001
622	0.3887382594
623	0.3886833628
624	0.3886118371
625	0.3885693542
626	0.3885047857
627	0.3884386983
628	0.3883769471
629	0.3883184137
630	0.3882482175
631	0.388199519
632	0.3881497395
633	0.3880877775
634	0.3880412353
635	0.3879864397
636	0.387936099
637	0.3878751219
638	0.3878251948
639	0.3877765038
640	0.3877296278
641	0.3876612144
642	0.3876186143
643	0.3875504512
644	0.3874914635
645	0.3874138749
646	0.3873487652
647	0.3872963321
648	0.3872284128
649	0.3871712881
650	0.3871159577
651	0.3870591755
652	0.387007499
653	0.3869318672
654	0.3868902794
655	0.3868269391
656	0.3867651316
657	0.3867030405
658	0.3866275378
659	0.3865616506
660	0.3865140275
661	0.3864861298
662	0.3864338876
663	0.3863764666
664	0.3863326564
665	0.3862774077
666	0.3862075286
667	0.3861419736
668	0.3860921093
669	0.3860582931
670	0.3860057724
671	0.3859455806
672	0.3858926617
673	0.3858539349
674	0.3858050988
675	0.3857603069
676	0.3857181935
677	0.3856743617
678	0.3856279253
679	0.3855733089
680	0.3855185622
681	0.3854520471
682	0.3854083277
683	0.3853511624
684	0.3852930975
685	0.3852389917
686	0.3851845532
687	0.3851157068
688	0.3850730856
689	0.3850162821
690	0.3849747718
691	0.3849187089
692	0.3848612806
693	0.3847886481
694	0.3847377432
695	0.3846900989
696	0.3846323422
697	0.3845677919
698	0.3845028354
699	0.3844648166
700	0.3844073195
701	0.3843583611
702	0.3842790976
703	0.3842458088
704	0.3841927622
705	0.3841377112
706	0.3840856991
707	0.3840345268
708	0.3839867776
709	0.3839393781
710	0.3838933328
711	0.3838286349
712	0.3837768476
713	0.3837151917
714	0.3836643432
715	0.3836147919
716	0.3835517662
717	0.3835135787
718	0.3834680389
719	0.3834150765
720	0.3833592107
721	0.3832806495
722	0.3832378583
723	0.3831863484
724	0.3831391236
725	0.3830911516
726	0.3830321712
727	0.3829748184
728	0.3829332128
729	0.3828727511
730	0.3828245395
731	0.382764253
732	0.3827229789
733	0.3826720736
734	0.38262995
735	0.3825805092
736	0.3825222271
737	0.3824551034
738	0.3824002154
739	0.3823572651
740	0.3822921619
741	0.3822372718
742	0.3821841163
743	0.3821367874
744	0.3820714056
745	0.3820117135
746	0.3819649796
747	0.3819005315
748	0.381838394
749	0.381787369
750	0.3817345767
751	0.3816807656
752	0.3816344611
753	0.3815781382
754	0.3815316176
755	0.3814874607
756	0.3814313309
757	0.3813711277
758	0.3813186433
759	0.3812739959
760	0.381217605
761	0.3811754865
762	0.3811334213
763	0.3810730406
764	0.3810189156
765	0.3809770525
766	0.3809382323
767	0.380882871
768	0.3808312228
769	0.3807873824
770	0.3807436597
771	0.3806838699
772	0.380632398
773	0.3805920312
774	0.3805252255
775	0.3804527297
776	0.38039494
777	0.3803451978
778	0.3802966888
779	0.3802429817
780	0.3802135254
781	0.3801669072
782	0.3801274404
783	0.3800535055
784	0.3800018676
785	0.379954856
786	0.379893065
787	0.3798403819
788	0.379798131
789	0.3797509731
790	0.379699444
791	0.3796597926
792	0.3796021888
793	0.3795399122
794	0.3794914706
795	0.3794370261
796	0.3793965277
797	0.379349211
798	0.3792909559
799	0.3792516951
800	0.3791717611
801	0.3791215695
802	0.3790663979
803	0.3790172969
804	0.3789575257
805	0.3789062919
806	0.3788672637
807	0.3788034766
808	0.3787482157
809	0.3786932761
810	0.3786344709
811	0.3785911367
812	0.3785510008
813	0.3784837281
814	0.3784367919
815	0.3783992882
816	0.3783462011
817	0.3782900332
818	0.3782376273
819	0.3781850943
820	0.3781364102
821	0.3780917545
822	0.378047501
823	0.3780094222
824	0.3779536143
825	0.3779122489
826	0.3778769024
827	0.3778402733
828	0.3777814784
829	0.377733208
830	0.377679722
831	0.3776304984
832	0.3775774785
833	0.3775165048
834	0.3774673513
835	0.3774078254
836	0.3773513309
837	0.3773080622
838	0.3772690007
839	0.3772244988
840	0.3771695433
841	0.3771270467
842	0.3770669938
843	0.3770220685
844	0.3769670644
845	0.3769196377
846	0.3768773691
847	0.3768162358
848	0.3767682613
849	0.3767093802
850	0.3766683855
851	0.3766265481
852	0.3765718514
853	0.3765181277
854	0.3764704612
855	0.3764174942
856	0.3763605797
857	0.3763129186
858	0.3762656829
859	0.376223257
860	0.3761782025
861	0.3761419936
862	0.3760981909
863	0.3760644746
864	0.3760199458
865	0.3759680688
866	0.3759048878
867	0.3758561128
868	0.3758127373
869	0.3757784187
870	0.3757383498
871	0.3756801501
872	0.3756419518
873	0.3755818848
874	0.3755422421
875	0.3754926536
876	0.3754312399
877	0.3753808551
878	0.3753407022
879	0.3752953406
880	0.3752285802
881	0.3751739365
882	0.3751235309
883	0.3750761351
884	0.3750090484
885	0.3749672926
886	0.3749188656
887	0.3748781273
888	0.3748209324
889	0.3747815867
890	0.3747539903
891	0.3747216119
892	0.3746733502
893	0.3746224474
894	0.3745728777
895	0.3745322833
896	0.3744790333
897	0.3744301272
898	0.3743865025
899	0.3743409167
900	0.3742590524
901	0.3742224464
902	0.3741782419
903	0.3741354156
904	0.3740836693
905	0.3740116657
906	0.37397613
907	0.3739124888
908	0.3738565349
909	0.37381251
910	0.3737532118
911	0.3736978952
912	0.3736624947
913	0.373621882
914	0.3735798782
915	0.3735111257
916	0.3734544748
917	0.3734167144
918	0.3733740043
919	0.3733230252
920	0.3732586335
921	0.3731939547
922	0.3731461174
923	0.3731061326
924	0.3730387756
925	0.3729949747
926	0.3729530868
927	0.3729022181
928	0.3728645949
929	0.3728140374
930	0.3727655559
931	0.3727055236
932	0.3726656006
933	0.3726158311
934	0.3725585083
935	0.3724960476
936	0.3724553115
937	0.3724093952
938	0.3723647646
939	0.3723237844
940	0.3722603255
941	0.3722050318
942	0.3721626862
943	0.3721198031
944	0.3720693015
945	0.3720195687
946	0.371978234
947	0.371939498
948	0.3718895421
949	0.3718335353
950	0.3717852723
951	0.3717257082
952	0.3716804378
953	0.3716309142
954	0.3715938499
955	0.3715541441
956	0.3715020533
957	0.3714539062
958	0.371419844
959	0.3713736092
960	0.3713218177
961	0.371286422
962	0.3712367659
963	0.3711910416
964	0.37114802
965	0.3711077351
966	0.3710497062
967	0.3710099445
968	0.3709637433
969	0.3709129192
970	0.370861952
971	0.3708287102
972	0.3707903879
973	0.3707365409
974	0.3706935258
975	0.3706539492
976	0.3706054369
977	0.3705449299
978	0.3704831227
979	0.3704319609
980	0.3703832957
981	0.3703448096
982	0.3703049922
983	0.3702651721
984	0.3702122164
985	0.3701641858
986	0.3701104921
987	0.3700703282
988	0.370026347
989	0.3699800775
990	0.3699384737
991	0.3698893742
992	0.3698531842
993	0.369819288
994	0.3697849404
995	0.3697374489
996	0.3696827535
997	0.3696359839
998	0.3695935147
999	0.3695581968
